"context","target_processed","year","team_processed","team","target","source_team","batch_id","chunk_id","id","team_matched","target_matched","category"
"hosted group skype with","manchester graz igem team",2015,"exeter","Exeter","Manchester-Graz iGEM team","Exeter",1036,6,"1036-6","Exeter","Manchester-Graz","meetup"
"hosted group skype with","sydney igem team",2015,"exeter","Exeter","Sydney iGEM team","Exeter",1036,6,"1036-6","Exeter","Sydney_Australia","meetup"
"hosted group skype with","warwick igem team",2015,"exeter","Exeter","Warwick iGEM team","Exeter",1036,6,"1036-6","Exeter","Warwick","meetup"
"hosted meetup","igem ku leuven",2015,"igem bordeaux","iGEM Bordeaux","iGEM KU Leuven","Pasteur_Paris",690,12,"690-12","Bordeaux","KU_Leuven",NA
"hosted meetup","iit delhi",2015,"iiser pune","IISER Pune","IIT Delhi","IISER_Pune",705,5,"705-5","IISER_Pune","IIT_Delhi",NA
"hosted meetup","igem paris saclay",2015,"igem bordeaux","iGEM Bordeaux","iGEM Paris_Saclay","Pasteur_Paris",690,12,"690-12","Bordeaux","Paris_Saclay",NA
"hosted meetup","igem toulouse",2015,"igem bordeaux","iGEM Bordeaux","iGEM Toulouse","Pasteur_Paris",690,12,"690-12","Bordeaux","Toulouse",NA
"hosted meetup","igem epf lausanne",2015,"igem bordeaux","iGEM Bordeaux","iGEM EPF Lausanne","Pasteur_Paris",690,12,"690-12","Bordeaux","EPF_Lausanne",NA
"hosted meetup","iit kharagpur",2015,"iiser pune","IISER Pune","IIT Kharagpur","IISER_Pune",705,5,"705-5","IISER_Pune","IIT_Kharagpur",NA
"hosted meetup","pasteur paris",2015,"igem bordeaux","iGEM Bordeaux","Pasteur Paris","Pasteur_Paris",690,12,"690-12","Bordeaux","Pasteur_Paris",NA
"hosted meetup","igem aix marseille",2015,"igem bordeaux","iGEM Bordeaux","iGEM Aix-Marseille","Pasteur_Paris",690,12,"690-12","Bordeaux","Aix-Marseille",NA
"hosted meetup with","duke university",2015,"umaryland","UMaryland","Duke University","UMaryland",451,12,"451-12","UMaryland","Duke","meetup"
"hosted meetup with","university of virginia",2015,"umaryland","UMaryland","University of Virginia","UMaryland",451,12,"451-12","UMaryland","Virginia","meetup"
"hosted meetup with","rock ridge high school",2015,"umaryland","UMaryland","Rock Ridge High School","UMaryland",451,12,"451-12","UMaryland","Rock_Ridge_Virginia","meetup"
"hosted meetup with","college of william and mary",2015,"umaryland","UMaryland","College of William and Mary","UMaryland",451,12,"451-12","UMaryland","William_and_Mary","meetup"
"hosted workshop","consort alberta high school team",2015,"lethbridge hs","Lethbridge HS","Consort Alberta High School team","Lethbridge",311,4,"311-4","Lethbridge_HS","Consort_Alberta","work"
"hosted workshop","ols canmore high school team",2015,"lethbridge hs","Lethbridge HS","OLS Canmore High School team","Lethbridge",311,4,"311-4","Lethbridge_HS","OLS_Canmore_AB_CA","work"
"hosted workshop","central calgary high school team",2015,"lethbridge hs","Lethbridge HS","Central Calgary High School team","Lethbridge",311,4,"311-4","Lethbridge_HS","Central_Calgary","work"
"hosted workshop for","ols canmore high school team",2015,"lethbridge hs","Lethbridge_HS","OLS Canmore High School team","Lethbridge_HS",332,1,"332-1","Lethbridge_HS","OLS_Canmore_AB_CA","meetup"
"hosted workshop for","consort alberta high school team",2015,"lethbridge hs","Lethbridge_HS","Consort Alberta High School team","Lethbridge_HS",332,1,"332-1","Lethbridge_HS","Consort_Alberta","meetup"
"hosted workshop for","central calgary high school team",2015,"lethbridge hs","Lethbridge_HS","Central Calgary High School team","Lethbridge_HS",332,1,"332-1","Lethbridge_HS","Central_Calgary","meetup"
"hosts","edinburgh university team",2015,"westminster","Westminster","Edinburgh University Team","Westminster",209,5,"209-5","Westminster","Edinburgh","work"
"hosts","exeter university team",2015,"westminster","Westminster","Exeter University Team","Westminster",209,5,"209-5","Westminster","Exeter","work"
"hosts","oxford university team",2015,"westminster","Westminster","Oxford University Team","Westminster",209,5,"209-5","Westminster","Oxford","work"
"hosts","dundee university team",2015,"westminster","Westminster","Dundee University Team","Westminster",209,5,"209-5","Westminster","Dundee","work"
"hosts","cambridge university team",2015,"westminster","Westminster","Cambridge University Team","Westminster",209,5,"209-5","Westminster","Cambridge-JIC","work"
"identified","aalto helsinki using multiple platforms for communication",2015,"stockholm","Stockholm","Aalto-Helsinki using multiple platforms for communication","Stockholm",973,7,"973-7","Stockholm","Aalto-Helsinki","work"
"iGEM alumnus","mit igem team",2015,"bostonu","BostonU","MIT iGEM team","BostonU",462,12,"462-12","BostonU","MIT","other"
"iGEM Rhizi Collaboration with","igem paris bettencourt",2015,"atoms turkiye","ATOMS-Turkiye","iGEM Paris Bettencourt","ATOMS-Turkiye",883,1,"883-1","ATOMS-Turkiye","Paris_Bettencourt","work"
"iGEM team of","university of north carolina at chapel hill",2015,"unc chapel hill","UNC-Chapel Hill","University of North Carolina at Chapel Hill","UNC-Chapel_Hill",235,7,"235-7","UNC-Chapel_Hill","UNC-Chapel-Hill","work"
"iGEM team of","university of north carolina at chapel hill",2015,"unc chapel hill","UNC-Chapel Hill","University of North Carolina at Chapel Hill","UNC-Chapel_Hill",235,7,"235-7","UNC-Chapel Hill","UNC-Chapel-Hill","work"
"improve ideas","shenzhen sfls",2015,"szms 15 shenzhen","SZMS_15_Shenzhen","Shenzhen_SFLS","SZMS_15_Shenzhen",968,10,"968-10","SZMS_15_Shenzhen","Shenzhen_SFLS","advice"
"improved","edinburgh 2008",2015,"aachen","Aachen","Edinburgh 2008","Aachen",291,10,"291-10","Aachen","Edinburgh","work"
"improved","peking igem team",2015,"cu boulder","CU_Boulder","Peking iGEM Team","CU_Boulder",390,7,"390-7","CU_Boulder","Peking","work"
"improved","edinburgh 2006",2015,"bielefeld cebitec","Bielefeld-CeBiTec","Edinburgh 2006","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","Edinburgh","work"
"improved","nefu china",2015,"nudt china","NUDT_CHINA","NEFU_China","NUDT_CHINA",391,1,"391-1","NUDT_CHINA","NEFU-China","work"
"improved","lmu munich 2011",2015,"bielefeld cebitec","Bielefeld-CeBiTec","LMU Munich 2011","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","Munich","work"
"improved","brown 2007",2015,"bielefeld cebitec","Bielefeld-CeBiTec","Brown 2007","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","Brown","work"
"improved","igem aachen",2015,"bielefeld cebitec","Bielefeld-CeBiTec","iGEM Aachen","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","Aachen","work"
"improved","bit 2013",2015,"bielefeld cebitec","Bielefeld-CeBiTec","BIT 2013","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","BIT","work"
"improved","nefu china",2015,"nudt china","NUDT_CHINA","NEFU_China","NUDT_CHINA",391,1,"391-1","NUDT_CHINA","NEFU_China","work"
"improved","peking 2010",2015,"bielefeld cebitec","Bielefeld-CeBiTec","Peking 2010","Bielefeld-CeBiTec",800,0,"800-0","Bielefeld-CeBiTec","Peking","work"
"improved BioBrick from","edinburgh 2008",2015,"aachen","Aachen","Edinburgh 2008","Aachen",160,5,"160-5","Aachen","Edinburgh","work"
"improved characterization of","imperial college 2013 team",2015,"stanford brown","Stanford-Brown","Imperial College 2013 team","Stanford-Brown",759,4,"759-4","Stanford-Brown","Imperial_College","work"
"improved characterization of","yale 2011's zeafp biobrick",2015,"wpi worcester","WPI-Worcester","Yale 2011's ZeAFP BioBrick","WPI-Worcester",663,1,"663-1","WPI-Worcester","Yale","work"
"improved DNA assembly workflow for","waterloo igem",2015,"uottawa","uOttawa","Waterloo iGEM","uOttawa",411,5,"411-5","uOttawa","Waterloo",NA
"improved mathematical formulations with","valencia",2015,"tuebingen","Tuebingen","Valencia","Tuebingen",340,4,"340-4","Tuebingen","Valencia_UPV","work"
"improved on","utah state",2015,"yale","Yale","Utah State","Yale",948,5,"948-5","Yale","Utah_State","work"
"improved on protocol developed by","tokyo tech igem team",2015,"stanford brown","Stanford-Brown","Tokyo Tech iGEM team","Stanford-Brown",351,1,"351-1","Stanford-Brown","Tokyo_Tech","work"
"improved on the work of","columbia university",2015,"stanford brown","Stanford-Brown","Columbia University","Stanford-Brown",363,8,"363-8","Stanford-Brown","Columbia_NYC",NA
"improved part","dtu denmark igem team 2014",2015,"heidelberg","Heidelberg","DTU Denmark iGEM team 2014","Heidelberg",24,5,"24-5","Heidelberg","DTU-Denmark",NA
"improved part of","dtu denmark igem team 2014",2015,"heidelberg","Heidelberg","DTU Denmark iGEM team 2014","Heidelberg",723,1,"723-1","Heidelberg","DTU-Denmark","work"
"improved part submitted by","ntu singapore",2015,"genspace","Genspace","NTU-Singapore","Genspace",649,4,"649-4","Genspace","NTU-Singapore","work"
"improved project with","mingdao",2015,"ntu lihpao taiwan","NTU-LIHPAO-Taiwan","Mingdao","NTU-LIHPAO-Taiwan",137,0,"137-0","NTU-LIHPAO-Taiwan","Mingdao","work"
"improved skills with","bit",2015,"bit china","BIT-China","BIT","BIT-China",744,8,"744-8","BIT-China","BIT","work"
"improved survey questions with feedback from","team heidelberg",2015,"aachen","Aachen","Team Heidelberg","Aachen",684,0,"684-0","Aachen","Heidelberg","work"
"improved synthesis of synthetic peptides with","heidelberg",2015,"dtu denmark","DTU-Denmark","Heidelberg","DTU-Denmark",915,10,"915-10","DTU-Denmark","Heidelberg","work"
"improvised presentation with","iiser pune",2015,"iit kharagpur","IIT_Kharagpur","IISER Pune","IIT_Kharagpur",152,2,"152-2","IIT_Kharagpur","IISER_Pune","work"
"improvised presentations based on","iiser pune",2015,"iit kharagpur","IIT_Kharagpur","IISER Pune","IIT_Kharagpur",450,4,"450-4","IIT_Kharagpur","IISER_Pune",NA
"included","bgu israel",2015,"china amoy university","China-Amoy university","BGU_Israel","BGU_Israel",921,5,"921-5","Amoy","BGU_Israel","work"
"included in newsletter by","china amoy university",2015,"bgu israel","BGU_Israel","China-Amoy university","BGU_Israel",302,1,"302-1","BGU_Israel","Amoy","other"
"incorporated pathway into","nrp uea norwich igem 2015",2015,"manchester graz","Manchester-Graz","NRP-UEA-Norwich iGEM 2015","Manchester-Graz",374,0,"374-0","Manchester-Graz","NRP-UEA-Norwich","work"
"incorporated video from","ionis igem team",2015,"wellesley thetech","Wellesley TheTech","IONIS iGEM team","Wellesley_TheTech",215,4,"215-4","Wellesley_TheTech","Paris_Bettencourt","material transfer"
"inherited and developed idea from","2007 ustc team",2015,"ustc software","USTC-Software","2007 USTC team","USTC-Software",731,2,"731-2","USTC-Software","USTC","work"
"initiated collaboration with","brasil usp",2015,"aix marseille","Aix-Marseille","Brasil-USP","Aix-Marseille",770,3,"770-3","Aix-Marseille","Brasil-USP","work"
"inspired by","technion israel",2015,"stockholm","Stockholm","Technion Israel","Stockholm",22,6,"22-6","Stockholm","Technion_Israel","advice"
"inspired by","igem aachen 2014",2015,"paris bettencourt","Paris_Bettencourt","iGEM Aachen 2014","Paris_Bettencourt",57,3,"57-3","Paris_Bettencourt","Aachen","advice"
"inspired by","mit",2015,"rock ridge virginia","Rock_Ridge_Virginia","MIT","Rock_Ridge_Virginia",230,4,"230-4","Rock_Ridge_Virginia","MIT","advice"
"inspired by","tokyo tech",2015,"rock ridge virginia","Rock_Ridge_Virginia","Tokyo Tech","Rock_Ridge_Virginia",230,4,"230-4","Rock_Ridge_Virginia","Tokyo_Tech","advice"
"inspired by","lzu china",2015,"sysu software","SYSU-Software","LZU-China","SYSU-Software",900,3,"900-3","SYSU-Software","LZU-China","advice"
"inspired by","dr. brady’s group",2015,"genspace","Genspace","Dr. Brady’s group","Genspace",326,12,"326-12","Genspace","Brady lab","advice"
"inspired by","heidelberg",2015,"rock ridge virginia","Rock_Ridge_Virginia","Heidelberg","Rock_Ridge_Virginia",230,4,"230-4","Rock_Ridge_Virginia","Heidelberg","advice"
"instructed by","caroline lambert",2015,"pasteur paris","Pasteur_Paris","Caroline Lambert","Pasteur_Paris",382,1,"382-1","Pasteur_Paris","Lambert_GA",NA
"intended to characterize","freiburg team",2015,"bostonu","BostonU","Freiburg team","BostonU",65,8,"65-8","BostonU","Freiburg","work"
"interacted with","nctu formosa",2015,"hsnu taipei","HSNU-TAIPEI","NCTU_Formosa","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","NCTU_Formosa","other"
"interacted with","sysu software",2015,"hsnu taipei","HSNU-TAIPEI","SYSU-Software","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","SYSU-Software","other"
"interacted with","zju china",2015,"hsnu taipei","HSNU-TAIPEI","ZJU-China","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","ZJU-China","other"
"interacted with","tcu taiwan",2015,"hsnu taipei","HSNU-TAIPEI","TCU_Taiwan","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","TCU_Taiwan","other"
"interacted with","iiser pune",2015,"hsnu taipei","HSNU-TAIPEI","IISER Pune","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","IISER_Pune","other"
"interacted with","nu kazakhstan",2015,"hsnu taipei","HSNU-TAIPEI","NU_Kazakhstan","HSNU-TAIPEI",55,2,"55-2","HSNU-TAIPEI","NU_Kazakhstan","other"
"interacted with","nu kazakhstan",2015,"hsnu taipei","HSNU-TAIPEI","NU_Kazakhstan","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","NU_Kazakhstan","other"
"interacted with","nu kazakhstan",2015,"hsnu taipei","HSNU-TAIPEI","NU_Kazakhstan","HSNU-TAIPEI",199,5,"199-5","HSNU-TAIPEI","NU_Kazakhstan","other"
"interacted with","groningen team 2014",2015,"tu delft","TU_Delft","Groningen team 2014","TU_Delft",58,1,"58-1","TU_Delft","Groningen","other"
"interacted with","hust china",2015,"hsnu taipei","HSNU-TAIPEI","HUST-China","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","HUST-China","other"
"interacted with","amoy",2015,"hsnu taipei","HSNU-TAIPEI","Amoy","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Amoy","other"
"interacted with","fudan",2015,"hsnu taipei","HSNU-TAIPEI","Fudan","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Fudan","other"
"interacted with","hzau china",2015,"hsnu taipei","HSNU-TAIPEI","HZAU-China","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","HZAU-China","other"
"interacted with","iiser pune",2015,"hsnu taipei","HSNU-TAIPEI","IISER Pune","HSNU-TAIPEI",55,2,"55-2","HSNU-TAIPEI","IISER_Pune","other"
"interacted with","bit china",2015,"hsnu taipei","HSNU-TAIPEI","BIT-China","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","BIT-China","other"
"interacted with","bit",2015,"hsnu taipei","HSNU-TAIPEI","BIT","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","BIT","other"
"interacted with","mingdao",2015,"hsnu taipei","HSNU-TAIPEI","Mingdao","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Mingdao","other"
"interacted with","tu eindhoven",2015,"tu delft","TU_Delft","TU Eindhoven","TU_Delft",58,1,"58-1","TU_Delft","TU_Eindhoven","other"
"interacted with","iiser pune",2015,"hsnu taipei","HSNU-TAIPEI","IISER Pune","HSNU-TAIPEI",199,5,"199-5","HSNU-TAIPEI","IISER_Pune","other"
"interacted with","mit/wellesley upward bound program",2015,"wellesley thetech","Wellesley_TheTech","MIT/Wellesley Upward Bound program","Wellesley_TheTech",203,4,"203-4","Wellesley_TheTech","MIT","other"
"interacted with","team of groningen",2015,"tu delft","TU_Delft","team of Groningen","TU_Delft",58,1,"58-1","TU_Delft","Groningen","other"
"interacted with","cgu taiwan",2015,"hsnu taipei","HSNU-TAIPEI","CGU_Taiwan","HSNU-TAIPEI",199,5,"199-5","HSNU-TAIPEI","CGU_Taiwan","other"
"interacted with","bnu china",2015,"hsnu taipei","HSNU-TAIPEI","BNU-CHINA","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","BNU-CHINA","other"
"interacted with","iit kharagpur",2015,"hsnu taipei","HSNU-TAIPEI","IIT_Kharagpur","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","IIT_Kharagpur","other"
"interacted with","cgu taiwan",2015,"hsnu taipei","HSNU-TAIPEI","CGU_Taiwan","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","CGU_Taiwan","other"
"interacted with","tsinghua",2015,"hsnu taipei","HSNU-TAIPEI","Tsinghua","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Tsinghua","other"
"interacted with","sjtu software",2015,"hsnu taipei","HSNU-TAIPEI","SJTU_Software","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","SJTU-Software","other"
"interacted with","hong kong cuhk",2015,"hsnu taipei","HSNU-TAIPEI","Hong-Kong CUHK","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Hong_Kong-CUHK","other"
"interacted with","ustc software",2015,"hsnu taipei","HSNU-TAIPEI","USTC-Software","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","USTC-Software","other"
"interacted with","hong kong cuhk",2015,"hsnu taipei","HSNU-TAIPEI","Hong-Kong CUHK","HSNU-TAIPEI",401,4,"401-4","HSNU-TAIPEI","Hong_Kong_CUHK","other"
"interaction with","ustc software",2015,"hsnu taipei","HSNU-TAIPEI","USTC-Software","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","USTC-Software","meetup"
"interaction with","hong kong cuhk",2015,"hsnu taipei","HSNU-TAIPEI","Hong-Kong CUHK","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","Hong_Kong-CUHK","meetup"
"interaction with","hzau china",2015,"hsnu taipei","HSNU-TAIPEI","HZAU-China","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","HZAU-China","meetup"
"interaction with","nctu formosa",2015,"hsnu taipei","HSNU-TAIPEI","NCTU_Formosa","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","NCTU_Formosa","meetup"
"interaction with","hong kong cuhk",2015,"hsnu taipei","HSNU-TAIPEI","Hong-Kong CUHK","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","Hong_Kong_CUHK","meetup"
"interaction with","tcu taiwan",2015,"hsnu taipei","HSNU-TAIPEI","TCU_Taiwan","HSNU-TAIPEI",812,4,"812-4","HSNU-TAIPEI","TCU_Taiwan","meetup"
"interested in","ubc 2010",2015,"oxford","Oxford","UBC 2010","Oxford",125,3,"125-3","Oxford","British_Columbia","other"
"interested in","london imperial college team",2015,"vilnius lithuania","Vilnius-Lithuania","London Imperial College team","Vilnius-Lithuania",522,3,"522-3","Vilnius-Lithuania","London_Biohackspace","other"
"interested in","groningen 2014",2015,"oxford","Oxford","Groningen 2014","Oxford",125,3,"125-3","Oxford","Groningen","other"
"interested in","pasteur paris team",2015,"vilnius lithuania","Vilnius-Lithuania","Pasteur Paris team","Vilnius-Lithuania",522,3,"522-3","Vilnius-Lithuania","Pasteur_Paris","other"
"interested in collaborating/helping to mentor","uchicago igem team",2015,"ols canmore ab ca","OLS_Canmore_AB_CA","UChicago iGEM Team","OLS_Canmore_AB_CA",828,0,"828-0","OLS_Canmore_AB_CA","UChicago","work"
"interflowed with","mingdao",2015,"hsnu taipei","HSNU-TAIPEI","Mingdao","HSNU-TAIPEI",1018,7,"1018-7","HSNU-TAIPEI","Mingdao","work"
"interviewed","ku leuven",2015,"nait edmonton","NAIT_Edmonton","KU Leuven","NAIT_Edmonton",31,3,"31-3","NAIT_Edmonton","KU_Leuven","other"
"interviewed","sysu",2015,"amoy","Amoy","SYSU","Amoy",361,6,"361-6","Amoy","SYSU_CHINA","other"
"interviewed by","ucl",2015,"oxford","Oxford","UCL","Oxford",863,7,"863-7","Oxford","UCL","work"
"interviewed by","national chiau tung university formosa",2015,"oxford","Oxford","National Chiau Tung University Formosa","Oxford",863,7,"863-7","Oxford","NTU-Formosa","work"
"interviewed by","aix marseille université",2015,"bgu israel","BGU_Israel","Aix-Marseille Université","BGU_Israel",921,5,"921-5","BGU_Israel","Aix-Marseille","work"
"interviewed by","warwick igem",2015,"oxford","Oxford","Warwick iGEM","Oxford",863,7,"863-7","Oxford","Warwick","work"
